date_str,treasury_2yr_level,treasury_2yr_trend,treasury_2yr_vol,treasury_10yr_level,treasury_10yr_trend,treasury_10yr_vol,vix_level,vix_trend,vix_vol,dxy_level,dxy_trend,dxy_vol,breakeven_5yr_level,breakeven_5yr_trend,breakeven_5yr_vol,hy_spread_level,hy_spread_trend,hy_spread_vol
19940101,0.6265768485917557,0.607337450054486,0.03835025826714748,0.8392542219504642,0.6154799309642874,0.05771799644931659,0.03735017290342521,0.17782113790558046,0.08273049053948894,0.5079707381065535,0.46122808998708975,0.1028339160609875,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19970325,0.9149291171022813,0.8214988038127686,0.37104091436717745,0.9893839683941539,0.8191684736911982,0.2746608752606995,0.1965036995537353,0.2746625354390683,0.019295626972068693,0.4987084366878727,0.5157700207845639,0.08779789478215226,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19980929,0.7277085844591191,0.20009519395768882,0.6580404366905176,0.6808876230870755,0.30900119484887384,0.48541591257734806,0.5130325328902885,0.3531071188448862,0.28235467242896567,0.5739628478750785,0.07615513036896415,0.7147736172842952,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19981015,0.6679808666564069,0.17885191076819018,0.6763134251891526,0.6193234200537654,0.3853719520290305,0.45781624351483186,0.5706759075014973,0.28822788202492844,0.20047426776028202,0.5127598433654361,0.19539168678486302,0.47796939729807625,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19981117,0.6284739338270047,0.843380888560442,0.49222723548964337,0.6177696663453822,0.8024184626277826,0.29559008566454664,0.44017927863531875,0.0,0.3487753331144503,0.4697439923582136,0.5994698562782507,0.24886175583683268,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19990518,0.7579350800620905,0.7487004772223406,0.25615596514197886,0.7434233918540354,0.8474023100411561,0.33294551596945726,0.2788220736819736,0.33366370616251895,0.07651720254952149,0.6108612718987998,0.4858414696304254,0.0703594460561887,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19990630,0.8356230796933604,0.7772586645289778,0.3175312284210188,0.8444780933976639,0.82831791830774,0.3117879242291053,0.27922821320248054,0.17824052959955616,0.11566375232347373,0.6493563874456871,0.5337711012156375,0.12724929119310585,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19990824,0.8467843530309694,0.7079048561443942,0.21948128769747477,0.8574616366996746,0.7537726246846927,0.23476093214057947,0.25964492011668566,0.34112154366234265,0.1551872243926115,0.6214805866362609,0.2743852377711379,0.41972398314668896,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19991005,0.8535099279804449,0.5966531808559942,0.09955722096134285,0.8634351938167841,0.6471655529495067,0.09728829481014185,0.2725732086625582,0.3407830212187748,0.09251063578612051,0.599344418613633,0.36020778459744784,0.1983700888366824,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19991116,0.8818643370005836,0.5582123576787705,0.16025185687520266,0.8965321055706135,0.5677412930920035,0.1502706103383491,0.25774524274095395,0.22985297782207825,0.10517842840306474,0.5780123906760335,0.6173580102976679,0.27303096958998996,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
19991221,0.9016178034152847,0.7400954444681038,0.24191971567101195,0.9071261864749665,0.7595698544054522,0.17912637675164178,0.22315700403763306,0.2761910583057892,0.051848899281250756,0.6290124962878094,0.5600478563820209,0.16717451462995592,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20000202,0.9675740917091188,0.7691671781254306,0.27151339350904247,1.0,0.7768619728282516,0.21954340969026326,0.25427289762958094,0.2639699279229297,0.08858212397281004,0.640428842832466,0.5952732666558826,0.32768619401215815,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20000321,0.9938579873428699,0.5038014955471775,0.15831640014949055,0.9653125522812316,0.48596052573350457,0.20635115569574436,0.2522218379923884,0.23933724828270386,0.07461589198456678,0.7074117819101953,0.5593855582379818,0.1789586499326251,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20000516,0.9936425302073562,0.8991194558913788,0.5225114407272566,0.9145785485088749,0.9432114882506529,0.4839141975627833,0.3404089021115468,0.271885711061691,0.10639868877389766,0.7809449343902721,0.859725558299023,0.69704024570403,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20000628,1.0,0.3926124478625199,0.36134383066981157,0.9246707295899017,0.44072221976368553,0.3068712618715204,0.24592654985221102,0.19565797949118197,0.0737508791729575,0.7806181259318441,0.18415856089022642,0.5790462188166161,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20000822,0.9519349347574233,0.5230782719791576,0.16903566239892687,0.8746662405725691,0.4886157454529363,0.2116276263853698,0.17704408554372814,0.2289178095717221,0.033850007691804886,0.8113865003938523,0.6492810860468736,0.3267402213905495,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20001003,0.9245729722382153,0.49478312060823937,0.1605736079932878,0.8404547868942842,0.6804111165198922,0.0663555509592016,0.1733943936788826,0.3424483635731044,0.07853622465223126,0.8945214068694871,0.6348493958436976,0.46387060520389195,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20001115,0.8930552962379372,0.5989453511529742,0.11954539042023173,0.8335674082312361,0.646944284639554,0.11575917403519657,0.30186942410602163,0.29947387970228834,0.1201221364555495,0.9469248373071371,0.5230797168904339,0.3120139195516366,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20001219,0.8601906615971484,0.2935731553039318,0.4963456498011331,0.7931302609997735,0.3627915209983627,0.3916481376148371,0.3136157100631725,0.2361617196940133,0.08278985750496934,0.9363772946355526,0.27753954713456863,0.4668040283031781,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010103,0.8171275142199366,0.1942207247266305,0.6195862280621426,0.7445806486570719,0.34462539275125026,0.39910284916489996,0.32557288024264436,0.2961187461504826,0.1113170135294656,0.8958334441757971,0.0,0.7954526729527495,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010131,0.7288219619411141,0.39808610042962544,0.43395810800442536,0.7114752334783399,0.7610855423286278,0.2063619284002965,0.30732019009717365,0.11478167653240176,0.16126923709496102,0.8219042744594818,0.5127866270712077,0.24673172007953842,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010320,0.6792736954023573,0.36823778448589006,0.402513123733105,0.6849109295904552,0.49663672168871986,0.19872408087284765,0.2972613256573228,0.4081123142240548,0.1747036882971216,0.8668597590849552,0.574986189405061,0.3137780761008576,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010418,0.6386508852257183,0.5332865713892055,0.26194996027611195,0.6720911266563387,0.7497897951055451,0.22783408311357017,0.37094596526476437,0.2948474063068612,0.14941608738435622,0.9242172283674481,0.6795636767618809,0.4615408155407194,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010515,0.628575959577179,0.5909791199569122,0.22370612737879264,0.7238481122198963,0.7891976811081118,0.26527784959580814,0.32240243030736243,0.12620445815251377,0.1822895050860313,0.9363020330514673,0.5038288157681895,0.1434532338778589,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010627,0.6188242977526992,0.39550584315542925,0.3221619695128441,0.7529656188733318,0.5051998052838873,0.18155454435768825,0.21731472287154918,0.2611968649060365,0.03925199259323834,0.9971792199535301,0.5732144655681267,0.24913616524288767,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010821,0.5777363563995378,0.4203940528827486,0.2907516353619329,0.7072343975007049,0.5010288976412799,0.1994178430460038,0.23425355949230142,0.23481938417125472,0.058005751166260965,0.9581257599529835,0.16502821634258824,0.5348326758380837,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20010917,0.5417372032288884,0.36567005273244235,0.5351686347110057,0.6661383337163171,0.48436739390184547,0.2293293345054036,0.25886830361455093,0.42207636502122814,0.18687112167917314,0.9079977754106014,0.3830784350230584,0.32413097803076957,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20011002,0.48502729149756774,0.0,1.0,0.6388188070446326,0.4867349648183388,0.2177271317027768,0.39570735853795175,0.6402931040157225,0.47880234678773254,0.8872280122495875,0.4034524961315074,0.26390719312469924,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20011106,0.39318989835704177,0.43685258714631064,0.2975603840223345,0.5951715180353687,0.537626676107448,0.19365660065153323,0.4391811525607094,0.22499659126706129,0.09700446288266218,0.90359307720083,0.6109379911917399,0.26003284169435703,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20011211,0.4083965786219337,0.9698635970790486,0.7288900328928644,0.6245496645497752,0.9920785945036954,0.6190707034145165,0.3203506365550683,0.11639812120043819,0.18117795919274285,0.9441389739829922,0.5688912152407927,0.2183579220078698,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20020130,0.4475293128729779,0.500857998171274,0.32706743655934206,0.6966070939130111,0.560893038898969,0.1513371080890084,0.23787261171106777,0.2641481223758633,0.031903779985344334,0.9750938438070542,0.6240740797260467,0.3082081704728081,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20020319,0.468293662294767,0.9260242744592107,0.5907573278817144,0.6909800019221695,0.8258729034827633,0.3446726821448886,0.2218513223731236,0.16781591901790877,0.10589355837071146,1.0,0.3847692791327252,0.1646301744752845,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20020507,0.5033133370154266,0.3588561694452447,0.3765403834778326,0.7261665809073192,0.5118489179979644,0.1574947860109968,0.1884231014431157,0.3228027777647175,0.06913402409399091,0.9600631533867054,0.21994249909201066,0.4008129378654378,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20020626,0.4577878223752001,0.3643548730538473,0.37390449931813513,0.6915936327936361,0.4540204451918397,0.25039859006842824,0.24442768000309095,0.43137303762770995,0.17913140063302496,0.8439481425714606,0.20229698425439574,0.4582088934877873,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
20020813,0.3451860798128852,0.20633290329045434,0.660532770351377,0.597421761569503,0.4178873301765722,0.33058413913163387,0.49542576744006345,0.4199032390015468,0.2915425793712813,0.7390902959578862,0.5644504604040324,0.3494654229015499,0.768508840444986,0.6882263312845411,0.06602488420670241,0.0,0.0,0.0
